# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 2149       1.752474390943e+02       5.261991944420e+00       4.516509733935e-02      -3.322821430021e+00       1.964234773099e-09       3.636291860606e-07       3.244538466965e-08 
 2150       1.745544303785e+02       5.275729386631e+00       4.511078386349e-02      -3.278552723987e+00       1.962725228676e-09       3.610198293090e-07       3.296649320865e-08 
 2151       1.738620556931e+02       5.289654442867e+00       4.505644661497e-02      -3.236199796845e+00       1.961216863096e-09       3.584102923762e-07       3.347828776141e-08 
 2152       1.731704246496e+02       5.303756745976e+00       4.500208791191e-02      -3.195753697986e+00       1.959709742340e-09       3.558009823878e-07       3.398064682392e-08 
 2153       1.724796472544e+02       5.318025888907e+00       4.494771008046e-02      -3.157205428179e+00       1.958203932696e-09       3.531923086740e-07       3.447344837145e-08 
 2154       1.717898339090e+02       5.332451424669e+00       4.489331545480e-02      -3.120545939514e+00       1.956699500766e-09       3.505846827742e-07       3.495656985744e-08 
 2155       1.711010954109e+02       5.347022866281e+00       4.483890637716e-02      -3.085766135337e+00       1.955196513461e-09       3.479785184425e-07       3.542988821248e-08 
 2156       1.704135429538e+02       5.361729686725e+00       4.478448519782e-02      -3.052856870188e+00       1.953695038005e-09       3.453742316526e-07       3.589327984315e-08 
 2157       1.697272881280e+02       5.376561318900e+00       4.473005427511e-02      -3.021808949738e+00       1.952195141935e-09       3.427722406030e-07       3.634662063099e-08 
 2158       1.690424429210e+02       5.391507155577e+00       4.467561597545e-02      -2.992613130728e+00       1.950696893103e-09       3.401729657214e-07       3.678978593139e-08 
 2159       1.683591197179e+02       5.406556549347e+00       4.462117267332e-02      -2.965260120905e+00       1.949200359674e-09       3.375768296709e-07       3.722265057250e-08 
 2160       1.676774313018e+02       5.421698812581e+00       4.456672675129e-02      -2.939740578959e+00       1.947705610129e-09       3.349842573540e-07       3.764508885414e-08 
 2161       1.669974908544e+02       5.436923217377e+00       4.451228060005e-02      -2.916045114463e+00       1.946212713264e-09       3.323956759183e-07       3.805697454673e-08 
 2162       1.663194119561e+02       5.452218995516e+00       4.445783661835e-02      -2.894164287808e+00       1.944721738194e-09       3.298115147613e-07       3.845818089016e-08 
 2163       1.656433085870e+02       5.467575338417e+00       4.440339721310e-02      -2.874088610143e+00       1.943232754350e-09       3.272322055356e-07       3.884858059276e-08 
 2164       1.649692951269e+02       5.482981397086e+00       4.434896479931e-02      -2.855808543310e+00       1.941745831481e-09       3.246581821541e-07       3.922804583012e-08 
 2165       1.642974863559e+02       5.498426282073e+00       4.429454180013e-02      -2.839314499782e+00       1.940261039657e-09       3.220898807947e-07       3.959644824409e-08 
 2166       1.636279974549e+02       5.513899063421e+00       4.424013064683e-02      -2.824596842604e+00       1.938778449265e-09       3.195277399059e-07       3.995365894160e-08 
 2167       1.629609440060e+02       5.529388770623e+00       4.418573377886e-02      -2.811645885323e+00       1.937298131017e-09       3.169722002114e-07       4.029954849364e-08 
 2168       1.622964419928e+02       5.544884392575e+00       4.413135364381e-02      -2.800451891936e+00       1.935820155942e-09       3.144237047156e-07       4.063398693411e-08 
 2169       1.616346078013e+02       5.560374877526e+00       4.407699269744e-02      -2.791005076816e+00       1.934344595393e-09       3.118826987087e-07       4.095684375873e-08 
 2170       1.609755582199e+02       5.575849133034e+00       4.402265340370e-02      -2.783295604658e+00       1.932871521048e-09       3.093496297714e-07       4.126798792397e-08 
 2171       1.603194104400e+02       5.591296025918e+00       4.396833823471e-02      -2.777313590415e+00       1.931401004905e-09       3.068249477806e-07       4.156728784592e-08 
 2172       1.596662820565e+02       5.606704382212e+00       4.391404967079e-02      -2.773049099232e+00       1.929933119289e-09       3.043091049139e-07       4.185461139921e-08 
 2173       1.590162910682e+02       5.622062987117e+00       4.385979020046e-02      -2.770492146387e+00       1.928467936850e-09       3.018025556553e-07       4.212982591589e-08 
 2174       1.583695558783e+02       5.637360584954e+00       4.380556232045e-02      -2.769632697226e+00       1.927005530563e-09       2.993057568001e-07       4.239279818433e-08 
 2175       1.577261952948e+02       5.652585879120e+00       4.375136853573e-02      -2.770460667102e+00       1.925545973732e-09       2.968191674598e-07       4.264339444816e-08 
 2176       1.570863285311e+02       5.667727532038e+00       4.369721135947e-02      -2.772965921315e+00       1.924089339987e-09       2.943432490678e-07       4.288148040508e-08 
 2177       1.564500752060e+02       5.682774165111e+00       4.364309331311e-02      -2.777138275043e+00       1.922635703286e-09       2.918784653839e-07       4.310692120584e-08 
 2178       1.558175553449e+02       5.697714358675e+00       4.358901692632e-02      -2.782967493287e+00       1.921185137917e-09       2.894252825000e-07       4.331958145307e-08 
 2179       1.551888893795e+02       5.712536651954e+00       4.353498473702e-02      -2.790443290801e+00       1.919737718499e-09       2.869841688449e-07       4.351932520024e-08 
 2180       1.545641981488e+02       5.727229543010e+00       4.348099929141e-02      -2.799555332036e+00       1.918293519980e-09       2.845555951897e-07       4.370601595047e-08 
 2181       1.539436028992e+02       5.741781488701e+00       4.342706314396e-02      -2.810293231075e+00       1.916852617641e-09       2.821400346528e-07       4.387951665549e-08 
 2182       1.533272118397e+02       5.756181822033e+00       4.337317870121e-02      -2.822643976814e+00       1.915415065030e-09       2.797378571910e-07       4.403976872780e-08 
 2183       1.527150797078e+02       5.770423511066e+00       4.331934775194e-02      -2.836584189754e+00       1.913980827448e-09       2.773490119014e-07       4.418702994875e-08 
 2184       1.521072479331e+02       5.784500418427e+00       4.326557193388e-02      -2.852087813134e+00       1.912549847576e-09       2.749733415340e-07       4.432163895143e-08 
 2185       1.515037580583e+02       5.798406385562e+00       4.321185288962e-02      -2.869128682848e+00       1.911122067451e-09       2.726106877133e-07       4.444393642928e-08 
 2186       1.509046517393e+02       5.812135232714e+00       4.315819226662e-02      -2.887680527310e+00       1.909697428468e-09       2.702608909354e-07       4.455426514090e-08 
 2187       1.503099707454e+02       5.825680758895e+00       4.310459171722e-02      -2.907716967333e+00       1.908275871376e-09       2.679237905650e-07       4.465296991498e-08 
 2188       1.497197569593e+02       5.839036741869e+00       4.305105289865e-02      -2.929211515999e+00       1.906857336273e-09       2.655992248332e-07       4.474039765514e-08 
 2189       1.491340523772e+02       5.852196938120e+00       4.299757747301e-02      -2.952137578531e+00       1.905441762609e-09       2.632870308341e-07       4.481689734483e-08 
 2190       1.485528991090e+02       5.865155082836e+00       4.294416710731e-02      -2.976468452167e+00       1.904029089178e-09       2.609870445221e-07       4.488282005222e-08 
 2191       1.479763393784e+02       5.877904889880e+00       4.289082347346e-02      -3.002177326032e+00       1.902619254116e-09       2.586991007094e-07       4.493851893506e-08 
 2192       1.474044155231e+02       5.890440051769e+00       4.283754824825e-02      -3.029237281011e+00       1.901212194902e-09       2.564230330629e-07       4.498434924565e-08 
 2193       1.468371699944e+02       5.902754239648e+00       4.278434311342e-02      -3.057621289622e+00       1.899807848353e-09       2.541586741012e-07       4.502066833563e-08 
 2194       1.462746453582e+02       5.914841103270e+00       4.273120975557e-02      -3.087302215886e+00       1.898406150622e-09       2.519058551925e-07       4.504783566100e-08 
 2195       1.457168842944e+02       5.926694270968e+00       4.267814986625e-02      -3.118252815206e+00       1.897007037192e-09       2.496644065510e-07       4.506621278694e-08 
 2196       1.451639295971e+02       5.938307349635e+00       4.262516514194e-02      -3.150445734231e+00       1.895610442881e-09       2.474341572343e-07       4.507616339277e-08 
 2197       1.446158241752e+02       5.949673924696e+00       4.257225728403e-02      -3.183853510735e+00       1.894216301832e-09       2.452149351410e-07       4.507805327687e-08 
 2198       1.440726110519e+02       5.960787560089e+00       4.251942799884e-02      -3.218448573489e+00       1.892824547514e-09       2.430065670071e-07       4.507225036157e-08 
 2199       1.435343333652e+02       5.971641798239e+00       4.246667899764e-02      -3.254203242130e+00       1.891435112717e-09       2.408088784040e-07       4.505912469813e-08 
 2200       1.430010343679e+02       5.982230160034e+00       4.241401199664e-02      -3.291089727037e+00       1.890047929553e-09       2.386216937349e-07       4.503904847159e-08 
 2201       1.424727574275e+02       5.992546144800e+00       4.236142871699e-02      -3.329080129204e+00       1.888662929451e-09       2.364448362325e-07       4.501239600582e-08 
 2202       1.419495460269e+02       6.002583230281e+00       4.230893088481e-02      -3.368146440110e+00       1.887280043154e-09       2.342781279560e-07       4.497954376836e-08 
 2203       1.414314437638e+02       6.012334872613e+00       4.225652023116e-02      -3.408260541593e+00       1.885899200717e-09       2.321213897880e-07       4.494087037540e-08 
 2204       1.409184943513e+02       6.021794506300e+00       4.220419849207e-02      -3.449394205723e+00       1.884520331505e-09       2.299744414321e-07       4.489675659677e-08 
 2205       1.404107416179e+02       6.030955544191e+00       4.215196740853e-02      -3.491519094675e+00       1.883143364190e-09       2.278371014098e-07       4.484758536082e-08 
 2206       1.399082295075e+02       6.039811377455e+00       4.209982872652e-02      -3.534606760599e+00       1.881768226746e-09       2.257091870575e-07       4.479374175945e-08 
 2207       1.394110020796e+02       6.048355375560e+00       4.204778419698e-02      -3.578628645497e+00       1.880394846450e-09       2.235905145240e-07       4.473561305303e-08 
 2208       1.389191035093e+02       6.056580886246e+00       4.199583557584e-02      -3.623556081092e+00       1.879023149879e-09       2.214808987673e-07       4.467358867538e-08 
 2209       1.384325780878e+02       6.064481235504e+00       4.194398462402e-02      -3.669360288702e+00       1.877653062903e-09       2.193801535522e-07       4.460806023874e-08 
 2210       1.379514702220e+02       6.072049727551e+00       4.189223310742e-02      -3.716012379113e+00       1.876284510688e-09       2.172880914467e-07       4.453942153877e-08 
 2211       1.374758244349e+02       6.079279644806e+00       4.184058279696e-02      -3.763483352451e+00       1.874917417689e-09       2.152045238198e-07       4.446806855950e-08 
 2212       1.370056853655e+02       6.086164247866e+00       4.178903546855e-02      -3.811744098054e+00       1.873551707650e-09       2.131292608385e-07       4.439439947833e-08 
 2213       1.365410977695e+02       6.092696775485e+00       4.173759290309e-02      -3.860765394347e+00       1.872187303599e-09       2.110621114646e-07       4.431881467102e-08 
 2214       1.360821065185e+02       6.098870444547e+00       4.168625688652e-02      -3.910517908714e+00       1.870824127850e-09       2.090028834522e-07       4.424171671669e-08 
 2215       1.356287566009e+02       6.104678450043e+00       4.163502920979e-02      -3.960972197367e+00       1.869462101992e-09       2.069513833446e-07       4.416351040283e-08 
 2216       1.351810931215e+02       6.110113965049e+00       4.158391166885e-02      -4.012098705223e+00       1.868101146894e-09       2.049074164716e-07       4.408460273027e-08 
 2217       1.347391613020e+02       6.115170140700e+00       4.153290606472e-02      -4.063867765776e+00       1.866741182699e-09       2.028707869463e-07       4.400540291822e-08 
 2218       1.343030064809e+02       6.119840106168e+00       4.148201420342e-02      -4.116249600967e+00       1.865382128823e-09       2.008412976627e-07       4.392632240927e-08 
 2219       1.338726741136e+02       6.124116968638e+00       4.143123789600e-02      -4.169214321061e+00       1.864023903949e-09       1.988187502923e-07       4.384777487441e-08 
 2220       1.334482097726e+02       6.127993813283e+00       4.138057895859e-02      -4.222731924514e+00       1.862666426026e-09       1.968029452816e-07       4.377017621808e-08 
 2221       1.330296462735e+02       6.131464893740e+00       4.133003896166e-02      -4.276772942813e+00       1.861309628346e-09       1.947937863863e-07       4.369387800721e-08 
 2222       1.326169649607e+02       6.134529212162e+00       4.127961847625e-02      -4.331310379875e+00       1.859953507998e-09       1.927915954096e-07       4.361896702895e-08 
 2223       1.322101341668e+02       6.137186962714e+00       4.122931782282e-02      -4.386317785173e+00       1.858598078045e-09       1.907968005691e-07       4.354546376204e-08 
 2224       1.318091220634e+02       6.139438343224e+00       4.117913732146e-02      -4.441768609829e+00       1.857243351503e-09       1.888098322457e-07       4.347338877320e-08 
 2225       1.314138966604e+02       6.141283555192e+00       4.112907729190e-02      -4.497636206496e+00       1.855889341343e-09       1.868311229887e-07       4.340276271739e-08 
 2226       1.310244258065e+02       6.142722803789e+00       4.107913805349e-02      -4.553893829252e+00       1.854536060487e-09       1.848611075204e-07       4.333360633794e-08 
 2227       1.306406771885e+02       6.143756297866e+00       4.102931992524e-02      -4.610514633482e+00       1.853183521812e-09       1.829002227409e-07       4.326594046674e-08 
 2228       1.302626183311e+02       6.144384249958e+00       4.097962322576e-02      -4.667471675772e+00       1.851831738144e-09       1.809489077330e-07       4.319978602444e-08 
 2229       1.298902165972e+02       6.144606876292e+00       4.093004827331e-02      -4.724737913796e+00       1.850480722263e-09       1.790076037666e-07       4.313516402060e-08 
 2230       1.295234391870e+02       6.144424396786e+00       4.088059538578e-02      -4.782286206201e+00       1.849130486900e-09       1.770767543038e-07       4.307209555389e-08 
 2231       1.291622531384e+02       6.143837035061e+00       4.083126488067e-02      -4.840089312501e+00       1.847781044738e-09       1.751568050034e-07       4.301060181227e-08 
 2232       1.288066253263e+02       6.142845018442e+00       4.078205707514e-02      -4.898119892959e+00       1.846432408407e-09       1.732482037258e-07       4.295070407316e-08 
 2233       1.284565224630e+02       6.141448577965e+00       4.073297228594e-02      -4.956350508481e+00       1.845084590491e-09       1.713514005378e-07       4.289242370365e-08 
 2234       1.281119110972e+02       6.139647948382e+00       4.068401082947e-02      -5.014753620500e+00       1.843737603521e-09       1.694668477173e-07       4.283578216063e-08 
 2235       1.277727576147e+02       6.137443368165e+00       4.063517302174e-02      -5.073301590868e+00       1.842391459979e-09       1.675949997581e-07       4.278080099102e-08 
 2236       1.274390282375e+02       6.134835079513e+00       4.058645917838e-02      -5.131966681742e+00       1.841046172296e-09       1.657363133747e-07       4.272750183194e-08 
 2237       1.271106890238e+02       6.131823328355e+00       4.053786961467e-02      -5.190721055471e+00       1.839701752849e-09       1.638912475071e-07       4.267590641087e-08 
 2238       1.267877058680e+02       6.128408364360e+00       4.048940464547e-02      -5.249536774490e+00       1.838358213965e-09       1.620602633254e-07       4.262603654587e-08 
 2239       1.264700445003e+02       6.124590440935e+00       4.044106458528e-02      -5.308385801201e+00       1.837015567920e-09       1.602438242350e-07       4.257791414571e-08 
 2240       1.261576704866e+02       6.120369815237e+00       4.039284974823e-02      -5.367239997867e+00       1.835673826933e-09       1.584423958809e-07       4.253156121010e-08 
 2241       1.258505492281e+02       6.115746748173e+00       4.034476044804e-02      -5.426071126497e+00       1.834333003174e-09       1.566564461529e-07       4.248699982987e-08 
 2242       1.255486459614e+02       6.110721504409e+00       4.029679699806e-02      -5.484850848736e+00       1.832993108757e-09       1.548864451903e-07       4.244425218710e-08 
 2243       1.252519257580e+02       6.105294352373e+00       4.024895971126e-02      -5.543550725754e+00       1.831654155743e-09       1.531328653865e-07       4.240334055536e-08 
 2244       1.249603535245e+02       6.099465564263e+00       4.020124890022e-02      -5.602142218130e+00       1.830316156137e-09       1.513961813942e-07       4.236428729989e-08 
 2245       1.246738940020e+02       6.093235416047e+00       4.015366487713e-02      -5.660596685749e+00       1.828979121890e-09       1.496768701298e-07       4.232711487774e-08 
 2246       1.243925117660e+02       6.086604187474e+00       4.010620795378e-02      -5.718885387679e+00       1.827643064899e-09       1.479754107787e-07       4.229184583799e-08 
 2247       1.241161712263e+02       6.079572162075e+00       4.005887844159e-02      -5.776979482069e+00       1.826307997004e-09       1.462922847995e-07       4.225850282193e-08 
 2248       1.238448366267e+02       6.072139627172e+00       4.001167665159e-02      -5.834850026032e+00       1.824973929987e-09       1.446279759295e-07       4.222710856321e-08 
 2249       1.235784720451e+02       6.064306873879e+00       3.996460289439e-02      -5.892467975537e+00       1.823640875576e-09       1.429829701891e-07       4.219768588809e-08 
 2250       1.233170413928e+02       6.056074197110e+00       3.991765748024e-02      -5.949804185292e+00       1.822308845442e-09       1.413577558868e-07       4.217025771555e-08 
 2251       1.230605084145e+02       6.047441895583e+00       3.987084071898e-02      -6.006829408638e+00       1.820977851196e-09       1.397528236239e-07       4.214484705753e-08 
 2252       1.228088366885e+02       6.038410271829e+00       3.982415292005e-02      -6.063514297435e+00       1.819647904393e-09       1.381686662997e-07       4.212147701908e-08 
 2253       1.225619896258e+02       6.028979632189e+00       3.977759439251e-02      -6.119829401948e+00       1.818319016530e-09       1.366057791159e-07       4.210017079856e-08 
 2254       1.223199304703e+02       6.019150286829e+00       3.973116544501e-02      -6.175745170739e+00       1.816991199043e-09       1.350646595818e-07       4.208095168781e-08 
 2255       1.220826222989e+02       6.008922549737e+00       3.968486638579e-02      -6.231231950556e+00       1.815664463311e-09       1.335458075189e-07       4.206384307237e-08 
 2256       1.218500280205e+02       5.998296738733e+00       3.963869752273e-02      -6.286259986215e+00       1.814338820652e-09       1.320497250661e-07       4.204886843163e-08 
 2257       1.216221103765e+02       5.987273175473e+00       3.959265916326e-02      -6.340799420497e+00       1.813014282326e-09       1.305769166841e-07       4.203605133901e-08 
 2258       1.213988319404e+02       5.975852185455e+00       3.954675161444e-02      -6.394820294028e+00       1.811690859528e-09       1.291278891608e-07       4.202541546217e-08 
 2259       1.211801551174e+02       5.964034098021e+00       3.950097518291e-02      -6.448292545174e+00       1.810368563398e-09       1.277031516158e-07       4.201698456321e-08 
 2260       1.209660365069e+02       5.951820050664e+00       3.945532998148e-02      -6.501188864934e+00       1.809047408755e-09       1.263030740919e-07       4.201071823476e-08 
 2261       1.207564099501e+02       5.939214407607e+00       3.940981534734e-02      -6.553493282065e+00       1.807727425402e-09       1.249274618169e-07       4.200631842551e-08 
 2262       1.205512033718e+02       5.926222356901e+00       3.936443042007e-02      -6.605192633351e+00       1.806408646969e-09       1.235759768167e-07       4.200342103592e-08 
 2263       1.203503444083e+02       5.912849107572e+00       3.931917433474e-02      -6.656273713594e+00       1.805091107185e-09       1.222482789480e-07       4.200166000744e-08 
 2264       1.201537604065e+02       5.899099889646e+00       3.927404622186e-02      -6.706723275578e+00       1.803774839876e-09       1.209440258939e-07       4.200066731819e-08 
 2265       1.199613784237e+02       5.884979954173e+00       3.922904520743e-02      -6.756528030016e+00       1.802459878964e-09       1.196628731584e-07       4.200007297860e-08 
 2266       1.197731252277e+02       5.870494573254e+00       3.918417041290e-02      -6.805674645509e+00       1.801146258471e-09       1.184044740616e-07       4.199950502705e-08 
 2267       1.195889272957e+02       5.855649040060e+00       3.913942095519e-02      -6.854149748505e+00       1.799834012514e-09       1.171684797344e-07       4.199858952551e-08 
 2268       1.194087108145e+02       5.840448668859e+00       3.909479594664e-02      -6.901939923247e+00       1.798523175310e-09       1.159545391132e-07       4.199695055517e-08 
 2269       1.192324016803e+02       5.824898795040e+00       3.905029449507e-02      -6.949031711733e+00       1.797213781171e-09       1.147622989356e-07       4.199421021210e-08 
 2270       1.190599254977e+02       5.809004775138e+00       3.900591570371e-02      -6.995411613672e+00       1.795905864510e-09       1.135914037342e-07       4.198998860282e-08 
 2271       1.188912075801e+02       5.792771986856e+00       3.896165867122e-02      -7.041066086435e+00       1.794599459834e-09       1.124414958324e-07       4.198390383999e-08 
 2272       1.187261729490e+02       5.776205829090e+00       3.891752249171e-02      -7.085981545017e+00       1.793294601752e-09       1.113122153387e-07       4.197557203799e-08 
 2273       1.185647463335e+02       5.759311721953e+00       3.887350625470e-02      -7.130144361985e+00       1.791991324968e-09       1.102032001419e-07       4.196460730852e-08 
 2274       1.184068521704e+02       5.742095106801e+00       3.882960904510e-02      -7.173540867439e+00       1.790689664286e-09       1.091140859058e-07       4.195062175626e-08 
 2275       1.182524146036e+02       5.724561446255e+00       3.878582994328e-02      -7.216157348967e+00       1.789389654607e-09       1.080445060642e-07       4.193322547445e-08 
 2276       1.181013574839e+02       5.706716224223e+00       3.874216802496e-02      -7.257980051594e+00       1.788091330932e-09       1.069940918157e-07       4.191202654050e-08 
 2277       1.179536043683e+02       5.688564945930e+00       3.869862236129e-02      -7.298995177748e+00       1.786794728357e-09       1.059624721184e-07       4.188663101156e-08 
 2278       1.178090785204e+02       5.670113137938e+00       3.865519201882e-02      -7.339188887204e+00       1.785499882080e-09       1.049492736851e-07       4.185664292019e-08 
 2279       1.176677029092e+02       5.651366348169e+00       3.861187605945e-02      -7.378547297050e+00       1.784206827396e-09       1.039541209779e-07       4.182166426987e-08 
 2280       1.175294002094e+02       5.632330145934e+00       3.856867354049e-02      -7.417056481633e+00       1.782915599699e-09       1.029766362030e-07       4.178129503065e-08 
 2281       1.173940928009e+02       5.613010121952e+00       3.852558351462e-02      -7.454702472522e+00       1.781626234482e-09       1.020164393057e-07       4.173513313469e-08 
 2282       1.172617027683e+02       5.593411888378e+00       3.848260502989e-02      -7.491471258459e+00       1.780338767335e-09       1.010731479654e-07       4.168277447189e-08 
 2283       1.171321519009e+02       5.573541078822e+00       3.843973712971e-02      -7.527348785314e+00       1.779053233949e-09       1.001463775898e-07       4.162381288540e-08 
 2284       1.170053616918e+02       5.553403348382e+00       3.839697885285e-02      -7.562320956043e+00       1.777769670113e-09       9.923574131040e-08       4.155784016728e-08 
 2285       1.168812533383e+02       5.533004373657e+00       3.835432923343e-02      -7.596373630644e+00       1.776488111716e-09       9.834084997704e-08       4.148444605398e-08 
 2286       1.167597477410e+02       5.512349852780e+00       3.831178730092e-02      -7.629492626108e+00       1.775208594744e-09       9.746131215267e-08       4.140321822197e-08 
 2287       1.166407655038e+02       5.491445505439e+00       3.826935208012e-02      -7.661663716378e+00       1.773931155284e-09       9.659673410825e-08       4.131374228328e-08 
 2288       1.165242269333e+02       5.470297072899e+00       3.822702259120e-02      -7.692872632303e+00       1.772655829522e-09       9.574671981755e-08       4.121560178106e-08 
 2289       1.164100520386e+02       5.448910318030e+00       3.818479784961e-02      -7.723105061595e+00       1.771382653743e-09       9.491087095192e-08       4.110837818512e-08 
 2290       1.162981605312e+02       5.427291025328e+00       3.814267686617e-02      -7.752346648783e+00       1.770111664332e-09       9.408878687510e-08       4.099165088749e-08 
 2291       1.161884718240e+02       5.405445000940e+00       3.810065864700e-02      -7.780582995166e+00       1.768842897773e-09       9.328006463804e-08       4.086499719800e-08 
 2292       1.160809050320e+02       5.383378072690e+00       3.805874219351e-02      -7.807799658773e+00       1.767576390650e-09       9.248429897367e-08       4.072799233976e-08 
 2293       1.159753789708e+02       5.361096090100e+00       3.801692650246e-02      -7.833982154318e+00       1.766312179646e-09       9.170108229167e-08       4.058020944473e-08 
 2294       1.158718121572e+02       5.338604924416e+00       3.797521056589e-02      -7.859115953150e+00       1.765050301545e-09       9.093000467327e-08       4.042121954928e-08 
 2295       1.157701228084e+02       5.315910468632e+00       3.793359337113e-02      -7.883186483214e+00       1.763790793229e-09       9.017065386603e-08       4.025059158968e-08 
 2296       1.156702288418e+02       5.293018637515e+00       3.789207390080e-02      -7.906179129006e+00       1.762533691683e-09       8.942261527859e-08       4.006789239764e-08 
 2297       1.155720478746e+02       5.269935367626e+00       3.785065113283e-02      -7.928079231523e+00       1.761279033988e-09       8.868547197545e-08       3.987268669584e-08 
 2298       1.154754972235e+02       5.246666617347e+00       3.780932404040e-02      -7.948872088226e+00       1.760026857328e-09       8.795880467174e-08       3.966453709345e-08 
 2299       1.153804969158e+02       5.223218451599e+00       3.776809153988e-02      -7.968546098414e+00       1.758777186127e-09       8.724231605967e-08       3.944313091603e-08 
 2300       1.152869787430e+02       5.199597296541e+00       3.772695233421e-02      -7.987102221350e+00       1.757529993291e-09       8.653620509672e-08       3.920866202846e-08 
 2301       1.151948772644e+02       5.175809686539e+00       3.768590506846e-02      -8.004544578279e+00       1.756285238474e-09       8.584079628089e-08       3.896145264891e-08 
 2302       1.151041268003e+02       5.151862179651e+00       3.764494838191e-02      -8.020877312501e+00       1.755042880889e-09       8.515641564631e-08       3.870182684922e-08 
 2303       1.150146614317e+02       5.127761357644e+00       3.760408090798e-02      -8.036104589394e+00       1.753802879310e-09       8.448339076649e-08       3.843011055905e-08 
 2304       1.149264150006e+02       5.103513826028e+00       3.756330127424e-02      -8.050230596447e+00       1.752565192069e-09       8.382205075750e-08       3.814663157008e-08 
 2305       1.148393211090e+02       5.079126214075e+00       3.752260810241e-02      -8.063259543281e+00       1.751329777051e-09       8.317272628124e-08       3.785171954009e-08 
 2306       1.147533131191e+02       5.054605174853e+00       3.748200000836e-02      -8.075195661679e+00       1.750096591697e-09       8.253574954862e-08       3.754570599720e-08 
 2307       1.146683241532e+02       5.029957385244e+00       3.744147560209e-02      -8.086043205610e+00       1.748865593001e-09       8.191145432282e-08       3.722892434400e-08 
 2308       1.145842870928e+02       5.005189545977e+00       3.740103348771e-02      -8.095806451259e+00       1.747636737504e-09       8.130017592252e-08       3.690170986170e-08 
